date,sku,qty,amount,region
2025-09-25,CABLE-USB,5,145.53,north
2025-10-26,DOCK-HDMI,8,322.27,south
2025-11-27,KEYCAP-SET,9,749.70,eu
2025-12-28,INVOICE-PAD,7,397.24,apac
2025-01-01,WIDGET-1,2,37.88,west
2025-02-02,WIDGET-PRO,2,152.49,east
2025-03-03,CABLE-USB,1,19.61,north
2025-04-04,DOCK-HDMI,3,205.50,south
2025-05-05,KEYCAP-SET,2,40.36,eu
2025-06-06,INVOICE-PAD,5,102.82,apac
2025-07-07,WIDGET-1,6,232.05,west
2025-08-08,WIDGET-PRO,12,1009.03,east
2025-09-09,CABLE-USB,6,356.42,north
2025-10-10,DOCK-HDMI,4,348.51,south
2025-11-11,KEYCAP-SET,11,616.42,eu
2025-12-12,INVOICE-PAD,12,501.68,apac
2025-01-13,WIDGET-1,8,680.05,west
2025-02-14,WIDGET-PRO,3,212.71,east
2025-03-15,CABLE-USB,1,16.64,north
2025-04-16,DOCK-HDMI,13,527.18,south
2025-05-17,KEYCAP-SET,7,160.69,eu
2025-06-18,INVOICE-PAD,2,109.33,apac
2025-07-19,WIDGET-1,13,112.38,west
2025-08-20,WIDGET-PRO,2,79.08,east
2025-09-21,CABLE-USB,10,616.72,north
2025-10-22,DOCK-HDMI,13,304.61,south
2025-11-23,KEYCAP-SET,5,251.73,eu
2025-12-24,INVOICE-PAD,10,265.05,apac
2025-01-25,WIDGET-1,11,551.30,west
2025-02-26,WIDGET-PRO,5,299.76,east
2025-03-27,CABLE-USB,4,99.46,north
2025-04-28,DOCK-HDMI,2,72.45,south
2025-05-01,KEYCAP-SET,6,387.82,eu
2025-06-02,INVOICE-PAD,5,258.14,apac
2025-07-03,WIDGET-1,1,87.48,west
2025-08-04,WIDGET-PRO,5,388.38,east
2025-09-05,CABLE-USB,10,532.80,north
2025-10-06,DOCK-HDMI,13,880.86,south
2025-11-07,KEYCAP-SET,9,303.24,eu
2025-12-08,INVOICE-PAD,11,435.73,apac
2025-01-09,WIDGET-1,12,363.50,west
2025-02-10,WIDGET-PRO,2,11.76,east
2025-03-11,CABLE-USB,9,179.12,north
2025-04-12,DOCK-HDMI,3,195.86,south
2025-05-13,KEYCAP-SET,12,726.07,eu
2025-06-14,INVOICE-PAD,1,61.42,apac
2025-07-15,WIDGET-1,2,75.83,west
2025-08-16,WIDGET-PRO,12,841.97,east
2025-09-17,CABLE-USB,8,145.38,north
2025-10-18,DOCK-HDMI,8,518.77,south
2025-11-19,KEYCAP-SET,1,71.82,eu
2025-12-20,INVOICE-PAD,3,252.71,apac
2025-01-21,WIDGET-1,6,115.83,west
2025-02-22,WIDGET-PRO,11,915.67,east
2025-03-23,CABLE-USB,10,800.53,north
2025-04-24,DOCK-HDMI,1,81.28,south
2025-05-25,KEYCAP-SET,9,228.55,eu
2025-06-26,INVOICE-PAD,7,405.93,apac
2025-07-27,WIDGET-1,3,38.37,west
2025-08-28,WIDGET-PRO,9,729.96,east
2025-09-01,CABLE-USB,9,790.41,north
2025-10-02,DOCK-HDMI,3,71.58,south
2025-11-03,KEYCAP-SET,11,431.34,eu
2025-12-04,INVOICE-PAD,2,170.26,apac
2025-01-05,WIDGET-1,12,845.62,west
2025-02-06,WIDGET-PRO,4,25.10,east
2025-03-07,CABLE-USB,2,82.83,north
2025-04-08,DOCK-HDMI,11,873.88,south
2025-05-09,KEYCAP-SET,7,31.61,eu
2025-06-10,INVOICE-PAD,10,691.87,apac
2025-07-11,WIDGET-1,5,71.29,west
2025-08-12,WIDGET-PRO,7,505.00,east
2025-09-13,CABLE-USB,4,60.29,north
2025-10-14,DOCK-HDMI,11,746.24,south
2025-11-15,KEYCAP-SET,10,40.91,eu
2025-12-16,INVOICE-PAD,6,116.41,apac
2025-01-17,WIDGET-1,2,134.76,west
2025-02-18,WIDGET-PRO,9,546.02,east
2025-03-19,CABLE-USB,7,122.49,north
2025-04-20,DOCK-HDMI,10,720.00,south
2025-05-21,KEYCAP-SET,2,37.54,eu
2025-06-22,INVOICE-PAD,8,614.90,apac
2025-07-23,WIDGET-1,2,67.01,west
2025-08-24,WIDGET-PRO,12,246.65,east
2025-09-25,CABLE-USB,10,263.48,north
2025-10-26,DOCK-HDMI,9,355.90,south
2025-11-27,KEYCAP-SET,3,211.40,eu
2025-12-28,INVOICE-PAD,7,168.93,apac
2025-01-01,WIDGET-1,4,345.64,west
2025-02-02,WIDGET-PRO,13,183.19,east
2025-03-03,CABLE-USB,11,357.95,north
2025-04-04,DOCK-HDMI,11,212.62,south
2025-05-05,KEYCAP-SET,2,172.50,eu
2025-06-06,INVOICE-PAD,3,57.84,apac
2025-07-07,WIDGET-1,5,178.01,west
2025-08-08,WIDGET-PRO,13,817.87,east
2025-09-09,CABLE-USB,5,64.71,north
2025-10-10,DOCK-HDMI,9,174.99,south
2025-11-11,KEYCAP-SET,8,580.34,eu
2025-12-12,INVOICE-PAD,11,448.66,apac
2025-01-13,WIDGET-1,9,577.06,west
2025-02-14,WIDGET-PRO,13,889.37,east
2025-03-15,CABLE-USB,7,350.87,north
2025-04-16,DOCK-HDMI,12,469.13,south
2025-05-17,KEYCAP-SET,10,366.65,eu
2025-06-18,INVOICE-PAD,11,722.96,apac
2025-07-19,WIDGET-1,7,426.22,west
2025-08-20,WIDGET-PRO,6,320.28,east
2025-09-21,CABLE-USB,4,270.42,north
2025-10-22,DOCK-HDMI,9,473.12,south
2025-11-23,KEYCAP-SET,12,165.38,eu
2025-12-24,INVOICE-PAD,6,232.84,apac
2025-01-25,WIDGET-1,7,380.48,west
2025-02-26,WIDGET-PRO,6,442.72,east
2025-03-27,CABLE-USB,5,208.04,north
2025-04-28,DOCK-HDMI,6,76.62,south
2025-05-01,KEYCAP-SET,11,459.36,eu
2025-06-02,INVOICE-PAD,1,21.72,apac
2025-07-03,WIDGET-1,5,167.27,west
2025-08-04,WIDGET-PRO,9,685.79,east
2025-09-05,CABLE-USB,7,367.23,north
2025-10-06,DOCK-HDMI,7,587.21,south
2025-11-07,KEYCAP-SET,1,27.54,eu
2025-12-08,INVOICE-PAD,3,176.37,apac
2025-01-09,WIDGET-1,2,39.58,west
2025-02-10,WIDGET-PRO,11,221.41,east
2025-03-11,CABLE-USB,1,54.90,north
2025-04-12,DOCK-HDMI,5,391.84,south
2025-05-13,KEYCAP-SET,7,309.46,eu
2025-06-14,INVOICE-PAD,1,51.13,apac
2025-07-15,WIDGET-1,3,113.21,west
2025-08-16,WIDGET-PRO,4,104.59,east
2025-09-17,CABLE-USB,12,935.78,north
2025-10-18,DOCK-HDMI,8,114.33,south
2025-11-19,KEYCAP-SET,7,315.58,eu
2025-12-20,INVOICE-PAD,12,637.60,apac
2025-01-21,WIDGET-1,12,839.72,west
2025-02-22,WIDGET-PRO,7,345.68,east
2025-03-23,CABLE-USB,8,592.93,north
2025-04-24,DOCK-HDMI,3,183.25,south
2025-05-25,KEYCAP-SET,7,600.12,eu
2025-06-26,INVOICE-PAD,7,71.34,apac
2025-07-27,WIDGET-1,8,243.05,west
2025-08-28,WIDGET-PRO,3,64.71,east
2025-09-01,CABLE-USB,7,555.17,north
2025-10-02,DOCK-HDMI,8,463.15,south
2025-11-03,KEYCAP-SET,12,342.43,eu
2025-12-04,INVOICE-PAD,12,200.19,apac
2025-01-05,WIDGET-1,3,224.70,west
2025-02-06,WIDGET-PRO,7,187.55,east
2025-03-07,CABLE-USB,10,545.77,north
2025-04-08,DOCK-HDMI,7,524.10,south
2025-05-09,KEYCAP-SET,10,307.23,eu
2025-06-10,INVOICE-PAD,11,44.40,apac
2025-07-11,WIDGET-1,12,1048.55,west
2025-08-12,WIDGET-PRO,1,47.03,east
2025-09-13,CABLE-USB,1,88.35,north
2025-10-14,DOCK-HDMI,11,780.50,south
2025-11-15,KEYCAP-SET,7,412.51,eu
2025-12-16,INVOICE-PAD,10,763.88,apac
2025-01-17,WIDGET-1,5,139.80,west
2025-02-18,WIDGET-PRO,3,131.25,east
2025-03-19,CABLE-USB,6,387.88,north
2025-04-20,DOCK-HDMI,11,200.09,south
2025-05-21,KEYCAP-SET,7,88.71,eu
2025-06-22,INVOICE-PAD,8,395.35,apac
2025-07-23,WIDGET-1,4,258.15,west
2025-08-24,WIDGET-PRO,13,754.90,east
2025-09-25,CABLE-USB,3,65.67,north
2025-10-26,DOCK-HDMI,6,335.97,south
2025-11-27,KEYCAP-SET,8,389.04,eu
2025-12-28,INVOICE-PAD,11,924.44,apac
2025-01-01,WIDGET-1,4,129.93,west
2025-02-02,WIDGET-PRO,10,522.09,east
2025-03-03,CABLE-USB,7,43.29,north
2025-04-04,DOCK-HDMI,1,61.35,south
2025-05-05,KEYCAP-SET,13,1010.06,eu
2025-06-06,INVOICE-PAD,2,177.55,apac
2025-07-07,WIDGET-1,10,621.57,west
2025-08-08,WIDGET-PRO,12,153.34,east
2025-09-09,CABLE-USB,1,35.31,north
2025-10-10,DOCK-HDMI,5,169.18,south
2025-11-11,KEYCAP-SET,3,154.79,eu
2025-12-12,INVOICE-PAD,4,62.99,apac
2025-01-13,WIDGET-1,12,440.14,west
2025-02-14,WIDGET-PRO,1,35.62,east
2025-03-15,CABLE-USB,1,77.25,north
2025-04-16,DOCK-HDMI,12,545.49,south
2025-05-17,KEYCAP-SET,7,159.82,eu
2025-06-18,INVOICE-PAD,11,158.56,apac
2025-07-19,WIDGET-1,7,203.95,west
2025-08-20,WIDGET-PRO,8,705.52,east
2025-09-21,CABLE-USB,11,247.25,north
2025-10-22,DOCK-HDMI,6,94.36,south
2025-11-23,KEYCAP-SET,13,404.64,eu
2025-12-24,INVOICE-PAD,9,387.17,apac
2025-01-25,WIDGET-1,12,55.66,west
2025-02-26,WIDGET-PRO,10,593.91,east
2025-03-27,CABLE-USB,11,131.68,north
2025-04-28,DOCK-HDMI,8,28.37,south
2025-05-01,KEYCAP-SET,8,594.73,eu
2025-06-02,INVOICE-PAD,11,882.78,apac
2025-07-03,WIDGET-1,2,84.25,west
2025-08-04,WIDGET-PRO,7,393.34,east
2025-09-05,CABLE-USB,2,171.40,north
2025-10-06,DOCK-HDMI,12,524.25,south
2025-11-07,KEYCAP-SET,3,189.59,eu
2025-12-08,INVOICE-PAD,9,717.11,apac
2025-01-09,WIDGET-1,9,456.16,west
2025-02-10,WIDGET-PRO,4,207.77,east
2025-03-11,CABLE-USB,7,124.59,north
2025-04-12,DOCK-HDMI,5,124.08,south
2025-05-13,KEYCAP-SET,13,504.50,eu
2025-06-14,INVOICE-PAD,2,91.32,apac
2025-07-15,WIDGET-1,4,150.77,west
2025-08-16,WIDGET-PRO,11,683.20,east
2025-09-17,CABLE-USB,4,339.00,north
2025-10-18,DOCK-HDMI,12,811.26,south
2025-11-19,KEYCAP-SET,1,80.83,eu
2025-12-20,INVOICE-PAD,5,379.24,apac
2025-01-21,WIDGET-1,11,741.24,west
2025-02-22,WIDGET-PRO,4,233.54,east
2025-03-23,CABLE-USB,13,434.34,north
2025-04-24,DOCK-HDMI,7,308.93,south
2025-05-25,KEYCAP-SET,6,161.42,eu
2025-06-26,INVOICE-PAD,10,425.38,apac
2025-07-27,WIDGET-1,8,415.56,west
2025-08-28,WIDGET-PRO,4,115.87,east
2025-09-01,CABLE-USB,5,433.57,north
2025-10-02,DOCK-HDMI,3,209.48,south
2025-11-03,KEYCAP-SET,6,311.81,eu
2025-12-04,INVOICE-PAD,12,1012.51,apac
2025-01-05,WIDGET-1,1,17.19,west
2025-02-06,WIDGET-PRO,1,20.63,east
2025-03-07,CABLE-USB,11,263.57,north
2025-04-08,DOCK-HDMI,4,233.91,south
2025-05-09,KEYCAP-SET,9,303.23,eu
2025-06-10,INVOICE-PAD,8,622.79,apac
2025-07-11,WIDGET-1,12,1013.17,west
2025-08-12,WIDGET-PRO,7,490.62,east
2025-09-13,CABLE-USB,12,669.09,north
2025-10-14,DOCK-HDMI,2,140.46,south
2025-11-15,KEYCAP-SET,7,480.08,eu
2025-12-16,INVOICE-PAD,12,429.75,apac
2025-01-17,WIDGET-1,13,657.90,west
2025-02-18,WIDGET-PRO,8,139.98,east
2025-03-19,CABLE-USB,9,108.58,north
2025-04-20,DOCK-HDMI,13,919.50,south
2025-05-21,KEYCAP-SET,1,70.05,eu
2025-06-22,INVOICE-PAD,12,470.37,apac
2025-07-23,WIDGET-1,7,324.14,west
2025-08-24,WIDGET-PRO,7,501.59,east
2025-09-25,CABLE-USB,5,340.64,north
2025-10-26,DOCK-HDMI,6,173.62,south
2025-11-27,KEYCAP-SET,6,324.17,eu
2025-12-28,INVOICE-PAD,11,365.48,apac
2025-01-01,WIDGET-1,9,149.85,west
2025-02-02,WIDGET-PRO,10,63.52,east
2025-03-03,CABLE-USB,11,608.51,north
2025-04-04,DOCK-HDMI,2,55.83,south
2025-05-05,KEYCAP-SET,3,105.75,eu
2025-06-06,INVOICE-PAD,2,79.40,apac
2025-07-07,WIDGET-1,3,149.53,west
2025-08-08,WIDGET-PRO,10,517.38,east
2025-09-09,CABLE-USB,6,154.56,north
2025-10-10,DOCK-HDMI,8,500.49,south
2025-11-11,KEYCAP-SET,8,651.26,eu
2025-12-12,INVOICE-PAD,2,49.41,apac
2025-01-13,WIDGET-1,2,46.40,west
2025-02-14,WIDGET-PRO,2,20.48,east
2025-03-15,CABLE-USB,3,102.10,north
2025-04-16,DOCK-HDMI,11,772.24,south
2025-05-17,KEYCAP-SET,2,115.92,eu
2025-06-18,INVOICE-PAD,11,665.41,apac
2025-07-19,WIDGET-1,11,472.69,west
2025-08-20,WIDGET-PRO,2,25.96,east
2025-09-21,CABLE-USB,12,227.21,north
2025-10-22,DOCK-HDMI,8,600.27,south
2025-11-23,KEYCAP-SET,9,538.08,eu
2025-12-24,INVOICE-PAD,12,577.77,apac
2025-01-25,WIDGET-1,13,872.89,west
2025-02-26,WIDGET-PRO,2,37.34,east
2025-03-27,CABLE-USB,12,693.76,north
2025-04-28,DOCK-HDMI,7,26.53,south
2025-05-01,KEYCAP-SET,4,280.80,eu
2025-06-02,INVOICE-PAD,11,891.64,apac
2025-07-03,WIDGET-1,5,145.78,west
2025-08-04,WIDGET-PRO,1,50.17,east
2025-09-05,CABLE-USB,12,1025.23,north
2025-10-06,DOCK-HDMI,13,796.56,south
2025-11-07,KEYCAP-SET,11,141.84,eu
2025-12-08,INVOICE-PAD,2,157.74,apac
2025-01-09,WIDGET-1,8,285.83,west
2025-02-10,WIDGET-PRO,10,319.63,east
2025-03-11,CABLE-USB,10,670.02,north
2025-04-12,DOCK-HDMI,9,667.62,south
2025-05-13,KEYCAP-SET,4,140.90,eu
2025-06-14,INVOICE-PAD,9,403.38,apac
2025-07-15,WIDGET-1,10,876.27,west
2025-08-16,WIDGET-PRO,13,1024.04,east
2025-09-17,CABLE-USB,11,611.33,north
2025-10-18,DOCK-HDMI,7,617.84,south
2025-11-19,KEYCAP-SET,12,469.78,eu
2025-12-20,INVOICE-PAD,12,318.32,apac
2025-01-21,WIDGET-1,10,565.40,west
2025-02-22,WIDGET-PRO,4,87.38,east
2025-03-23,CABLE-USB,2,175.62,north
2025-04-24,DOCK-HDMI,12,282.22,south
2025-05-25,KEYCAP-SET,12,947.93,eu
2025-06-26,INVOICE-PAD,1,72.74,apac
2025-07-27,WIDGET-1,2,22.13,west
2025-08-28,WIDGET-PRO,3,52.75,east
2025-09-01,CABLE-USB,8,150.58,north
2025-10-02,DOCK-HDMI,8,393.20,south
2025-11-03,KEYCAP-SET,5,382.25,eu
2025-12-04,INVOICE-PAD,11,324.26,apac
2025-01-05,WIDGET-1,12,148.45,west
2025-02-06,WIDGET-PRO,11,466.86,east
2025-03-07,CABLE-USB,13,395.48,north
2025-04-08,DOCK-HDMI,9,729.49,south
2025-05-09,KEYCAP-SET,8,243.67,eu
2025-06-10,INVOICE-PAD,6,95.85,apac
2025-07-11,WIDGET-1,1,68.78,west
2025-08-12,WIDGET-PRO,1,28.97,east
2025-09-13,CABLE-USB,8,643.61,north
2025-10-14,DOCK-HDMI,1,4.69,south
2025-11-15,KEYCAP-SET,4,319.05,eu
2025-12-16,INVOICE-PAD,2,46.60,apac
2025-01-17,WIDGET-1,6,77.86,west
2025-02-18,WIDGET-PRO,3,223.54,east
2025-03-19,CABLE-USB,2,87.09,north
2025-04-20,DOCK-HDMI,7,564.08,south
2025-05-21,KEYCAP-SET,6,484.71,eu
2025-06-22,INVOICE-PAD,2,9.15,apac
2025-07-23,WIDGET-1,5,116.03,west
2025-08-24,WIDGET-PRO,8,571.99,east
2025-09-25,CABLE-USB,5,122.47,north
2025-10-26,DOCK-HDMI,12,46.11,south
2025-11-27,KEYCAP-SET,3,174.00,eu
2025-12-28,INVOICE-PAD,6,311.86,apac
2025-01-01,WIDGET-1,1,71.58,west
2025-02-02,WIDGET-PRO,9,684.94,east
2025-03-03,CABLE-USB,8,142.83,north
2025-04-04,DOCK-HDMI,6,323.85,south
2025-05-05,KEYCAP-SET,7,139.93,eu
2025-06-06,INVOICE-PAD,11,425.54,apac
2025-07-07,WIDGET-1,12,793.42,west
2025-08-08,WIDGET-PRO,9,470.71,east
2025-09-09,CABLE-USB,13,697.74,north
2025-10-10,DOCK-HDMI,4,305.75,south
2025-11-11,KEYCAP-SET,2,136.34,eu
2025-12-12,INVOICE-PAD,4,205.73,apac
2025-01-13,WIDGET-1,9,577.95,west
2025-02-14,WIDGET-PRO,10,298.63,east
2025-03-15,CABLE-USB,5,304.96,north
2025-04-16,DOCK-HDMI,5,370.57,south
2025-05-17,KEYCAP-SET,8,514.19,eu
2025-06-18,INVOICE-PAD,8,62.81,apac
2025-07-19,WIDGET-1,3,253.37,west
2025-08-20,WIDGET-PRO,1,87.68,east
2025-09-21,CABLE-USB,9,245.15,north
2025-10-22,DOCK-HDMI,6,79.26,south
2025-11-23,KEYCAP-SET,9,287.34,eu
2025-12-24,INVOICE-PAD,6,142.72,apac
2025-01-25,WIDGET-1,3,244.40,west
2025-02-26,WIDGET-PRO,7,413.22,east
2025-03-27,CABLE-USB,1,75.02,north
2025-04-28,DOCK-HDMI,7,604.62,south
2025-05-01,KEYCAP-SET,8,665.51,eu
2025-06-02,INVOICE-PAD,13,750.37,apac
2025-07-03,WIDGET-1,7,391.55,west
2025-08-04,WIDGET-PRO,2,52.14,east
2025-09-05,CABLE-USB,3,258.79,north
2025-10-06,DOCK-HDMI,12,940.57,south
2025-11-07,KEYCAP-SET,13,89.59,eu
2025-12-08,INVOICE-PAD,3,131.85,apac
2025-01-09,WIDGET-1,2,89.11,west
2025-02-10,WIDGET-PRO,1,15.46,east
2025-03-11,CABLE-USB,9,630.03,north
2025-04-12,DOCK-HDMI,7,621.44,south
2025-05-13,KEYCAP-SET,13,759.56,eu
2025-06-14,INVOICE-PAD,11,497.31,apac
2025-07-15,WIDGET-1,1,60.73,west
2025-08-16,WIDGET-PRO,9,400.04,east
2025-09-17,CABLE-USB,12,885.50,north
2025-10-18,DOCK-HDMI,8,599.17,south
2025-11-19,KEYCAP-SET,6,457.83,eu
2025-12-20,INVOICE-PAD,4,201.64,apac
2025-01-21,WIDGET-1,10,438.50,west
2025-02-22,WIDGET-PRO,11,376.52,east
2025-03-23,CABLE-USB,9,39.46,north
2025-04-24,DOCK-HDMI,1,88.14,south
2025-05-25,KEYCAP-SET,3,48.24,eu
2025-06-26,INVOICE-PAD,9,256.94,apac
2025-07-27,WIDGET-1,6,102.71,west
2025-08-28,WIDGET-PRO,5,303.23,east
2025-09-01,CABLE-USB,11,662.32,north
2025-10-02,DOCK-HDMI,3,240.91,south
2025-11-03,KEYCAP-SET,2,121.34,eu
2025-12-04,INVOICE-PAD,11,686.16,apac
2025-01-05,WIDGET-1,3,20.57,west
2025-02-06,WIDGET-PRO,8,198.67,east
2025-03-07,CABLE-USB,12,367.15,north
2025-04-08,DOCK-HDMI,1,35.66,south
2025-05-09,KEYCAP-SET,5,397.71,eu
2025-06-10,INVOICE-PAD,7,60.11,apac
2025-07-11,WIDGET-1,12,699.72,west
2025-08-12,WIDGET-PRO,2,177.62,east
2025-09-13,CABLE-USB,12,378.01,north
2025-10-14,DOCK-HDMI,1,65.87,south
2025-11-15,KEYCAP-SET,9,422.78,eu
2025-12-16,INVOICE-PAD,1,87.73,apac
2025-01-17,WIDGET-1,12,999.84,west
2025-02-18,WIDGET-PRO,12,891.75,east
2025-03-19,CABLE-USB,13,976.69,north
2025-04-20,DOCK-HDMI,5,272.32,south
2025-05-21,KEYCAP-SET,3,23.07,eu
2025-06-22,INVOICE-PAD,3,112.88,apac
2025-07-23,WIDGET-1,13,922.15,west
2025-08-24,WIDGET-PRO,3,11.13,east
2025-09-25,CABLE-USB,4,294.12,north
2025-10-26,DOCK-HDMI,12,601.30,south
2025-11-27,KEYCAP-SET,7,43.47,eu
2025-12-28,INVOICE-PAD,2,147.95,apac
2025-01-01,WIDGET-1,2,40.57,west
2025-02-02,WIDGET-PRO,6,301.45,east
2025-03-03,CABLE-USB,6,327.25,north
2025-04-04,DOCK-HDMI,1,13.94,south
2025-05-05,KEYCAP-SET,1,45.08,eu
2025-06-06,INVOICE-PAD,8,343.91,apac
2025-07-07,WIDGET-1,5,160.70,west
2025-08-08,WIDGET-PRO,12,728.01,east
2025-09-09,CABLE-USB,5,323.09,north
2025-10-10,DOCK-HDMI,12,873.67,south
2025-11-11,KEYCAP-SET,7,197.80,eu
2025-12-12,INVOICE-PAD,4,80.98,apac
2025-01-13,WIDGET-1,6,227.12,west
2025-02-14,WIDGET-PRO,9,625.24,east
2025-03-15,CABLE-USB,6,517.37,north
2025-04-16,DOCK-HDMI,5,376.74,south
2025-05-17,KEYCAP-SET,11,665.15,eu
2025-06-18,INVOICE-PAD,13,676.48,apac
2025-07-19,WIDGET-1,13,1101.35,west
2025-08-20,WIDGET-PRO,5,200.02,east
2025-09-21,CABLE-USB,5,365.28,north
2025-10-22,DOCK-HDMI,13,855.41,south
2025-11-23,KEYCAP-SET,1,72.72,eu
2025-12-24,INVOICE-PAD,11,319.98,apac
2025-01-25,WIDGET-1,10,700.03,west
2025-02-26,WIDGET-PRO,1,40.18,east
2025-03-27,CABLE-USB,10,228.35,north
2025-04-28,DOCK-HDMI,12,60.34,south
2025-05-01,KEYCAP-SET,8,312.53,eu
2025-06-02,INVOICE-PAD,3,98.77,apac
2025-07-03,WIDGET-1,11,41.65,west
2025-08-04,WIDGET-PRO,2,174.25,east
2025-09-05,CABLE-USB,9,219.99,north
2025-10-06,DOCK-HDMI,8,106.69,south
2025-11-07,KEYCAP-SET,13,352.47,eu
2025-12-08,INVOICE-PAD,4,306.78,apac
2025-01-09,WIDGET-1,5,138.42,west
2025-02-10,WIDGET-PRO,13,258.36,east
2025-03-11,CABLE-USB,7,189.69,north
2025-04-12,DOCK-HDMI,8,72.67,south
2025-05-13,KEYCAP-SET,6,317.72,eu
2025-06-14,INVOICE-PAD,10,125.60,apac
2025-07-15,WIDGET-1,5,189.66,west
2025-08-16,WIDGET-PRO,11,541.72,east
2025-09-17,CABLE-USB,11,170.86,north
2025-10-18,DOCK-HDMI,9,35.10,south
2025-11-19,KEYCAP-SET,3,180.05,eu
2025-12-20,INVOICE-PAD,12,887.52,apac
2025-01-21,WIDGET-1,13,1086.61,west
2025-02-22,WIDGET-PRO,2,31.55,east
2025-03-23,CABLE-USB,6,44.06,north
2025-04-24,DOCK-HDMI,7,116.18,south
2025-05-25,KEYCAP-SET,5,421.04,eu
2025-06-26,INVOICE-PAD,1,25.52,apac
2025-07-27,WIDGET-1,3,248.70,west
2025-08-28,WIDGET-PRO,13,147.35,east
2025-09-01,CABLE-USB,5,244.75,north
2025-10-02,DOCK-HDMI,4,349.43,south
2025-11-03,KEYCAP-SET,4,351.99,eu
2025-12-04,INVOICE-PAD,5,189.99,apac
2025-01-05,WIDGET-1,4,114.62,west
2025-02-06,WIDGET-PRO,1,79.92,east
2025-03-07,CABLE-USB,11,895.98,north
2025-04-08,DOCK-HDMI,12,287.50,south
2025-05-09,KEYCAP-SET,13,125.53,eu
2025-06-10,INVOICE-PAD,1,35.00,apac
2025-07-11,WIDGET-1,1,37.67,west
2025-08-12,WIDGET-PRO,4,38.77,east
2025-09-13,CABLE-USB,3,198.27,north
2025-10-14,DOCK-HDMI,2,45.75,south
2025-11-15,KEYCAP-SET,10,201.81,eu
2025-12-16,INVOICE-PAD,3,155.16,apac
2025-01-17,WIDGET-1,8,235.49,west
2025-02-18,WIDGET-PRO,5,262.59,east
2025-03-19,CABLE-USB,1,50.83,north
2025-04-20,DOCK-HDMI,1,72.92,south
2025-05-21,KEYCAP-SET,3,123.63,eu
2025-06-22,INVOICE-PAD,10,513.18,apac
2025-07-23,WIDGET-1,11,215.71,west
2025-08-24,WIDGET-PRO,8,647.85,east
2025-09-25,CABLE-USB,6,463.90,north
2025-10-26,DOCK-HDMI,4,249.66,south
2025-11-27,KEYCAP-SET,1,30.29,eu
2025-12-28,INVOICE-PAD,3,110.44,apac
2025-01-01,WIDGET-1,9,390.05,west
2025-02-02,WIDGET-PRO,6,121.76,east
2025-03-03,CABLE-USB,4,164.83,north
2025-04-04,DOCK-HDMI,12,224.82,south
2025-05-05,KEYCAP-SET,2,124.75,eu
2025-06-06,INVOICE-PAD,11,805.04,apac
2025-07-07,WIDGET-1,10,117.74,west
2025-08-08,WIDGET-PRO,10,105.11,east
2025-09-09,CABLE-USB,6,191.21,north
2025-10-10,DOCK-HDMI,13,182.87,south
2025-11-11,KEYCAP-SET,13,1096.96,eu
2025-12-12,INVOICE-PAD,12,212.36,apac
2025-01-13,WIDGET-1,1,70.52,west
2025-02-14,WIDGET-PRO,7,262.06,east
2025-03-15,CABLE-USB,5,361.49,north
2025-04-16,DOCK-HDMI,5,195.99,south
2025-05-17,KEYCAP-SET,8,246.67,eu
2025-06-18,INVOICE-PAD,7,61.05,apac
2025-07-19,WIDGET-1,1,25.35,west
2025-08-20,WIDGET-PRO,7,354.37,east
2025-09-21,CABLE-USB,7,247.51,north
2025-10-22,DOCK-HDMI,12,309.94,south
2025-11-23,KEYCAP-SET,12,125.77,eu
2025-12-24,INVOICE-PAD,11,967.73,apac
2025-01-25,WIDGET-1,3,103.43,west
2025-02-26,WIDGET-PRO,3,257.66,east
2025-03-27,CABLE-USB,6,354.99,north
2025-04-28,DOCK-HDMI,5,59.48,south
2025-05-01,KEYCAP-SET,9,559.41,eu
2025-06-02,INVOICE-PAD,6,160.70,apac
2025-07-03,WIDGET-1,1,44.27,west
2025-08-04,WIDGET-PRO,9,113.93,east
2025-09-05,CABLE-USB,2,139.91,north
2025-10-06,DOCK-HDMI,5,407.58,south
2025-11-07,KEYCAP-SET,3,146.83,eu
2025-12-08,INVOICE-PAD,11,822.03,apac
2025-01-09,WIDGET-1,1,9.35,west
2025-02-10,WIDGET-PRO,6,40.65,east
2025-03-11,CABLE-USB,12,406.13,north
2025-04-12,DOCK-HDMI,12,264.58,south
2025-05-13,KEYCAP-SET,13,1067.91,eu
2025-06-14,INVOICE-PAD,2,49.78,apac
2025-07-15,WIDGET-1,6,58.11,west
2025-08-16,WIDGET-PRO,8,610.63,east
2025-09-17,CABLE-USB,5,253.61,north
2025-10-18,DOCK-HDMI,1,77.21,south
2025-11-19,KEYCAP-SET,3,90.73,eu
2025-12-20,INVOICE-PAD,11,225.47,apac
2025-01-21,WIDGET-1,6,415.33,west
2025-02-22,WIDGET-PRO,11,495.26,east
2025-03-23,CABLE-USB,5,54.52,north
2025-04-24,DOCK-HDMI,6,243.44,south
2025-05-25,KEYCAP-SET,8,549.76,eu
2025-06-26,INVOICE-PAD,1,75.13,apac
2025-07-27,WIDGET-1,4,160.18,west
2025-08-28,WIDGET-PRO,5,308.97,east
2025-09-01,CABLE-USB,4,320.84,north
2025-10-02,DOCK-HDMI,8,295.25,south
